Lead ID,Name,Role,Industry,Posts Engaged,Connections,Engagement Rate,Recent Activity
1639,Ian Brown,Office Clerk,Marketing,22.5,1731,0.25,Inactive
1640,Maria Kelly,Procurement Specialist,Human Resources (HR),15.2,192,0.44,Inactive
1641,Kylie Poole,Service Writer,Educator & Education,20.1,835,0.31,Inactive
1642,Anna Simpson,Overnight Stocker,IT and Development,20.7,1716,0.53,Inactive
1643,Elizabeth Buckland,Clinical Assistant,Logistics,21.0,1338,0.35,Inactive
1644,Molly Dowd,Auto Mechanic,Media,5.9,762,0.58,Inactive
1645,Angela Young,Retail Stylist,Pharmaceuticals,8.9,514,0.38,Inactive
1646,Irene Lyman,Operations Supervisor,Media,6.1,1831,0.2,Active
1647,Andrea Hamilton,Senior Backend Engineer,Human Resources (HR),6.4,1485,0.17,Active
1648,Matt James,Head Chef,Pharmaceuticals,16.1,1431,0.51,Inactive
1649,Robert Simpson,OB-GYN,Production,12.7,1181,0.56,Active
1650,Audrey Newman,Park Ranger,Production,19.8,444,0.4,Active
1651,Frank Grant,Bridal Stylist,Pharmaceuticals,24.8,1311,0.13,Active
1652,Sam Morgan,Neonatology,Engineering,22.5,1559,0.26,Active
1653,Oliver Morgan,Patient Access Representative,IT and Development,24.0,216,0.14,Active
1654,Julia Murray,Project Engineer,Logistics,18.6,262,0.33,Inactive
1655,Zoe Mathis,Night Auditor,Retail,6.9,870,0.22,Active
1656,Alexandra Hart,Handyman,Construction,8.6,441,0.48,Inactive
1657,Pippa Manning,Recreation Therapist,Law enforcement / Security,25.0,1259,0.11,Inactive
1658,Megan Manning,Car Detailer,Accounting,10.3,1819,0.35,Inactive
1659,John Lee,Employee Relations,Law enforcement / Security,11.2,420,0.47,Active
1660,Austin MacDonald,Communications Assistant,Educator & Education,8.0,140,0.26,Active
1661,Grace Miller,Forensic Pathologist,Pharmaceuticals,24.1,1810,0.53,Inactive
1662,Trevor Clarkson,Fulfillment,Facilities,8.1,1483,0.44,Active
1663,Steven Clark,Staffing Agency Recruiter,Retail,6.7,266,0.34,Inactive
1664,Gavin Wallace,Petroleum Engineer,Pharmaceuticals,7.4,441,0.1,Active
1665,Kylie Harris,Electronic technician,Marketing,12.2,978,0.27,Active
1666,Sam Thomson,Forklift Operator,Finance,10.3,1306,0.2,Active
1667,Liam Cornish,Full Stack Developer,Pharmaceuticals,10.9,938,0.58,Active
1668,Amy Turner,Sales Administrator,Marketing,15.2,127,0.21,Inactive
1669,Sarah Gray,Corporate Accountant,Legal,24.6,529,0.38,Active
1670,Dominic Bell,Sonographer,Retail,24.9,1130,0.34,Inactive
1671,Stephanie Vaughan,Administrative Coordinator,Administrative,7.4,507,0.31,Inactive
1672,Maria Marshall,Training Consultant,Administrative,9.4,1017,0.41,Inactive
1673,Christian Lawrence,Construction Project Manager,Media,21.2,655,0.16,Inactive
1674,Rachel Bower,Grocery Clerk,Production,20.5,880,0.52,Inactive
1675,Alan Sharp,Junior Recruiter,Real estate,22.3,944,0.24,Inactive
1676,Matt Lawrence,Accounting Specialist,Educator & Education,21.2,450,0.13,Active
1677,Charles Dickens,Kindergarten Teacher,Legal,14.4,269,0.35,Active
1678,Ruth Thomson,Media Assistant,Human Resources (HR),12.8,1208,0.11,Inactive
1679,Neil Ferguson,Information Security Analyst,Corporate training,14.1,387,0.26,Active
1680,Julia Miller,Design Operations Manager,Travel & Tourism,13.2,1601,0.34,Inactive
1681,Edward Marshall,UX Writer,Finance,22.5,1971,0.32,Inactive
1682,Ruth Bell,Sales Coordinator,Educator & Education,23.9,140,0.2,Active
1683,Joan Fisher,Senior iOS Engineer,Engineering,22.2,1923,0.24,Inactive
1684,Kimberly Jones,Clinical Pharmacist,Media,14.3,1009,0.31,Inactive
1685,Dominic Sanderson,Greeter,Pharmaceuticals,16.6,262,0.57,Active
1686,Una Bailey,UI Designer,Engineering,5.7,902,0.1,Inactive
1687,Emily Ball,Social Media Advertising Associate,Pharmaceuticals,9.8,1990,0.39,Inactive
1688,Jennifer Martin,Lead Data Engineer,Production,17.3,863,0.27,Inactive
1689,Isaac Jackson,Senior Data Scientist,Facilities,12.8,1700,0.25,Active
1690,Colin Underwood,Mason,Corporate training,19.2,851,0.29,Inactive
1691,Isaac Davies,Safety Officer,Media,18.8,1324,0.6,Active
1692,Nathan Morgan,Sales Advisor,Finance,17.7,259,0.29,Inactive
1693,Joshua Butler,Loan Processor,Logistics,16.8,1010,0.52,Active
1694,Irene Peters,Academic Advisor,Pharmaceuticals,8.9,1986,0.54,Active
1695,Chloe Bailey,Marketing Consultant,Human Resources (HR),24.9,374,0.27,Active
1696,Joseph Mathis,Brexit Project Manager,Customer service,24.8,470,0.27,Inactive
1697,Evan Gill,Associate Product Manager,Hospitality,20.9,295,0.55,Active
1698,Jane Bailey,Cost Accountant,Healthcare,14.3,1734,0.28,Active
1699,Victoria Gray,Restaurant Server,Legal,18.1,778,0.35,Active
1700,Amelia Peters,Mason,IT and Development,21.7,649,0.28,Active
1701,Matt Gill,Concrete Laborer,Retail,7.8,676,0.12,Inactive
1702,Amanda Glover,Podiatrist,Finance,22.5,1748,0.16,Active
1703,David Gibson,Sous Chef,Educator & Education,14.2,1919,0.58,Active
1704,James Smith,Machine Learning Engineer,Construction,9.2,1671,0.32,Active
1705,Kimberly MacLeod,Accounts Payable Specialist,Sales,12.9,1444,0.25,Active
1706,Tim Peters,Junior Designer,Finance,23.9,1014,0.13,Active
1707,Grace Taylor,Biochemist,Law enforcement / Security,20.5,1733,0.28,Active
1708,Yvonne Peters,UI Engineer,Construction,24.3,685,0.55,Active
1709,Sophie Lyman,Marketing Director,Engineering,9.8,1424,0.6,Inactive
1710,Thomas Terry,Staff Writer,Production,10.0,1444,0.39,Inactive
1711,Madeleine Pullman,Arborist,Design,12.5,1804,0.41,Inactive
1712,Dominic Gibson,Graphic Designer,Engineering,5.3,1453,0.21,Active
1713,Jacob Jones,Food and Beverage Manager,Marketing,18.4,1911,0.24,Inactive
1714,Deirdre White,Frontend Engineer,Sales,5.0,1608,0.17,Inactive
1715,Max Clark,Procurement Specialist,Legal,8.0,335,0.6,Active
1716,Tim Dickens,Junior Developer,Travel & Tourism,22.5,889,0.44,Active
1717,Penelope Dowd,Financial Adviser,IT and Development,23.1,1872,0.59,Inactive
1718,Sean Bell,Full Cycle Recruiter,Healthcare,6.0,591,0.19,Inactive
1719,Audrey Mitchell,Game Warden,Media,16.8,348,0.23,Inactive
1720,Sonia Baker,HR Clerk,Real estate,8.2,1954,0.54,Active
1721,Joanne Rees,Payroll Administrator,Public Relations (PR),23.4,379,0.59,Active
1722,Rachel Payne,Psychiatric Technician,Public Relations (PR),13.2,207,0.51,Inactive
1723,Jane Dickens,Managing Editor,Public Relations (PR),9.5,176,0.29,Inactive
1724,Lily Rampling,Special Education Teacher,Media,11.4,940,0.32,Active
1725,Lily Robertson,Account Representative,Administrative,18.8,1289,0.18,Active
1726,Lucas Vaughan,Mail Handler,Production,13.2,1335,0.53,Active
1727,Trevor Fraser,Production Assistant,Logistics,15.0,271,0.36,Active
1728,Gavin Paige,Personal Banker,IT and Development,24.5,957,0.3,Inactive
1729,Sebastian Mills,Scheduling Coordinator,IT and Development,13.0,1757,0.52,Active
1730,Bernadette Oliver,Graphic Designer,Human Resources (HR),22.4,1825,0.18,Inactive
1731,Jasmine Piper,Chief Medical Officer,Corporate training,18.4,209,0.31,Active
1732,Rebecca Ogden,School Administrator,Finance,12.9,248,0.49,Active
1733,Hannah Black,Community Liaison,Retail,23.8,488,0.35,Active
1734,Gavin Davidson,Executive Assistant,Engineering,23.6,1564,0.32,Inactive
1735,Emma Hart,Order Filler,Educator & Education,22.6,1995,0.47,Inactive
1736,Justin Coleman,Tax Accountant,Sales,6.9,622,0.57,Active
1737,Diana Miller,Hair Salon Assistant Manager,Facilities,8.9,1879,0.28,Active
1738,Zoe Short,Host or Hostess,Real estate,24.5,562,0.12,Active
1739,Ella Buckland,Senior Data Scientist,Sales,22.5,1273,0.41,Active
1740,Tracey McDonald,AI Trainer,Finance,17.7,879,0.16,Active
1741,Michelle Mills,Personal Assistant to CEO,Hospitality,12.7,1639,0.47,Inactive
1742,Oliver Dickens,Office Assistant,Pharmaceuticals,12.1,714,0.42,Inactive
1743,Joseph Hunter,Cyber Security Specialist,Design,17.6,532,0.25,Inactive
1744,Jane MacDonald,Retail HR Manager,Healthcare,8.8,1036,0.43,Inactive
1745,Melanie White,Business Development Representative,Hospitality,9.7,1213,0.49,Inactive
1746,Austin Fisher,Counseling Psychology,Law enforcement / Security,19.8,1944,0.41,Inactive
1747,Lauren Metcalfe,Medical Coder,Logistics,10.9,1084,0.37,Active
1748,Ava Martin,Mail Carrier,Human Resources (HR),7.6,247,0.2,Inactive
1749,Dylan Mathis,Engineering Technician,Facilities,10.3,574,0.29,Active
1750,Ella Ferguson,Non-Profit Executive Director,Pharmaceuticals,14.5,1001,0.23,Active
1751,Karen Cameron,Intake Coordinator,Customer service,15.3,1534,0.31,Inactive
1752,Lauren Chapman,Surveyor,Travel & Tourism,17.8,527,0.4,Inactive
1753,Carolyn Chapman,Appliance Repair Service Technician,Public Relations (PR),22.9,660,0.32,Inactive
1754,Adrian Robertson,Director of Paid Marketing Programs,IT and Development,14.6,1827,0.51,Inactive
1755,Dan Edmunds,Public Relations Intern,Marketing,17.0,437,0.3,Inactive
1756,Sarah Arnold,Account Executive,Real estate,18.9,259,0.41,Active
1757,Jennifer Lewis,Senior Data Engineer,Pharmaceuticals,20.5,1913,0.57,Active
1758,Trevor Berry,Multimedia Intern,Hospitality,6.2,571,0.11,Active
1759,Evan Cameron,Recruitment Assistant,Media,21.1,145,0.5,Active
1760,Connor Graham,Assistant Account Executive,IT and Development,18.0,814,0.2,Active
1761,Maria Oliver,Regional HR Manager,Customer service,11.5,967,0.5,Inactive
1762,Phil Scott,HR Advisor,Logistics,21.1,733,0.25,Active
1763,Jack Hodges,Director of Content Marketing,Hospitality,21.4,1950,0.43,Inactive
1764,Sarah Terry,Demand Generation Manager,Media,22.0,415,0.38,Inactive
1765,Michael Vaughan,Cyber Security Specialist,Healthcare,12.1,1353,0.58,Inactive
1766,Joanne Peake,SEO Analyst,Real estate,23.6,957,0.18,Active
1767,Evan Ferguson,Enterprise Architect,IT and Development,19.9,1892,0.19,Active
1768,Isaac Hudson,Photo Editor,Customer service,5.4,1229,0.44,Active
1769,James Wright,Senior Copywriter,Construction,21.7,1127,0.23,Active
1770,Liam Wilson,Epidemiologist,Corporate training,8.4,516,0.37,Inactive
1771,David Grant,Patient Sitter,Hospitality,6.2,1408,0.56,Inactive
1772,Nicholas Mackay,Compensation and Benefits Specialist,Law enforcement / Security,22.6,722,0.11,Inactive
1773,Jessica Arnold,Head Chef,Educator & Education,13.8,1157,0.45,Active
1774,Katherine Morrison,Marketing Officer,Media,7.0,1363,0.39,Inactive
1775,Kylie Fisher,Corporate Recruiter,Logistics,23.2,1878,0.36,Active
1776,Connor Avery,HR Clerk,Real estate,23.7,1168,0.4,Inactive
1777,Jan Blake,Senior Data Scientist,Hospitality,10.2,299,0.46,Inactive
1778,Lillian Mackay,Field Service Representative,Engineering,20.2,317,0.54,Active
1779,Bernadette Edmunds,Communications Assistant,Marketing,15.5,984,0.2,Inactive
1780,Kimberly Harris,Medical Office Manager,IT and Development,7.9,899,0.21,Active
1781,Joseph Rutherford,Compliance Specialist,Accounting,14.7,1689,0.6,Active
1782,Karen Newman,Detective,Accounting,10.1,1768,0.11,Inactive
1783,Amelia Forsyth,Personal Banker,Travel & Tourism,9.9,1706,0.49,Inactive
1784,Penelope Stewart,Compensation and Benefits Manager,Media,20.7,1727,0.28,Active
1785,Michelle Oliver,Construction Estimator,Production,15.3,875,0.59,Active
1786,Andrea Ogden,Copywriter,Retail,22.0,1376,0.58,Inactive
1787,Sophie Taylor,Copy Editor,Healthcare,15.8,1119,0.24,Inactive
1788,Julian Fisher,Medical Scribe,Logistics,13.5,1918,0.55,Inactive
1789,John Skinner,Lead Product Marketing Writer,Legal,24.6,555,0.18,Inactive
1790,Mary Wallace,Typist,Hospitality,9.8,460,0.59,Active
1791,Mary Manning,Credential Specialist,Design,10.6,375,0.28,Inactive
1792,Alison Clarkson,Pharmacy Technician,Facilities,7.1,1197,0.19,Inactive
1793,Emily Jackson,Channel Partner Manager,Real estate,7.0,176,0.17,Active
1794,Una Fraser,Landscaper Laborer,Accounting,22.3,1692,0.32,Inactive
1795,Stephen Blake,Forklift Operator,Travel & Tourism,11.0,427,0.46,Active
1796,Rose Clark,Content Writer,Production,9.1,1639,0.26,Inactive
1797,Natalie Black,Payroll Manager,Design,18.4,227,0.43,Inactive
1798,Stewart Young,Clinical Pharmacist,Accounting,15.6,829,0.16,Active
1799,Kevin Davies,TSA Transportation Security Officer,Retail,19.5,996,0.13,Active
1800,Sarah MacDonald,Warehouse Associate,Design,10.9,458,0.18,Inactive
1801,Lily Paterson,Food and Beverage Manager,Travel & Tourism,24.8,1588,0.33,Active
1802,Rebecca McGrath,Logistics Coordinator,Finance,10.9,1911,0.54,Inactive
1803,Liam Ellison,Production Planner,Educator & Education,23.7,803,0.55,Inactive
1804,Hannah Walker,Sales Representative,Facilities,15.0,1373,0.47,Inactive
1805,Jane Young,HR Content Writer/Researcher,Real estate,14.2,1763,0.49,Inactive
1806,Ryan Knox,Chief Medical Officer,Facilities,11.2,354,0.53,Inactive
1807,Jennifer Davies,Family Nurse Practitioner,Marketing,19.3,1790,0.58,Active
1808,Richard Peters,Recruitment Manager,Accounting,12.2,2000,0.11,Active
1809,Melanie Ross,Operations Manager,Hospitality,14.3,633,0.11,Active
1810,Ava Chapman,Production Artist,Human Resources (HR),5.7,1001,0.11,Inactive
1811,Dan Jones,Content Strategist,Travel & Tourism,7.2,1558,0.38,Active
1812,Anthony Peake,Curriculum Designer,Healthcare,21.9,568,0.32,Active
1813,Pippa Grant,Project Management Officer,Legal,20.5,164,0.34,Inactive
1814,Julia Quinn,Social Media Advertising Associate,Engineering,20.8,788,0.57,Active
1815,David Henderson,Program Manager,IT and Development,16.1,293,0.46,Inactive
1816,Victor Glover,Medical Records Clerk,Corporate training,7.4,537,0.51,Inactive
1817,Edward Hemmings,Associate Product Manager,Logistics,16.9,437,0.1,Active
1818,Peter Rampling,Beauty Specialist,Construction,20.5,1715,0.49,Active
1819,Lillian Gill,Construction Estimator,Legal,17.6,681,0.12,Active
1820,Sue Peake,Hotel Front Desk Agent,Travel & Tourism,8.7,444,0.21,Inactive
1821,Maria Reid,UX Writer,Production,24.8,1894,0.26,Inactive
1822,Rebecca Dyer,Estimator,Media,19.9,1988,0.41,Active
1823,Edward McLean,Data Architect,Logistics,16.8,974,0.17,Active
1824,Christopher Gray,School Administrator,Facilities,13.4,545,0.56,Inactive
1825,Karen Thomson,Rails Developer,Travel & Tourism,10.7,1841,0.51,Inactive
1826,Abigail Kerr,Mid-Market Account Executive,Healthcare,5.7,1021,0.57,Active
1827,Donna Wilkins,Inbound Marketing Specialist,Corporate training,7.7,1556,0.22,Inactive
1828,Molly Paterson,Intelligence Analyst,Customer service,15.4,667,0.14,Active
1829,Benjamin Walsh,Promoter,Retail,8.7,1034,0.19,Inactive
1830,Trevor Dyer,Community Liason,Pharmaceuticals,10.0,894,0.29,Inactive
1831,Charles Bell,System Analyst,Marketing,5.7,1561,0.51,Inactive
1832,Dylan Wright,Sales Administrator,Engineering,13.1,1459,0.37,Active
1833,Carol Fisher,Revenue Operations Associate,Sales,8.6,1972,0.45,Active
1834,Alexandra Morrison,BI (Business Intelligence) Developer,Hospitality,12.7,1255,0.18,Inactive
1835,Mary Peters,HR Advisor,Public Relations (PR),7.7,586,0.15,Active
1836,Tim May,Hair Salon Assistant Manager,Customer service,7.6,593,0.42,Inactive
1837,Olivia Abraham,Grant Writer,Legal,19.0,970,0.57,Inactive
1838,Ella Graham,CFO,Media,16.1,1016,0.32,Inactive
1839,Vanessa Rampling,Lead Teacher,Corporate training,10.3,553,0.51,Inactive
1840,Nicola Bell,Product Marketing Manager,Corporate training,5.4,990,0.41,Active
1841,Heather Quinn,General Manager,Facilities,7.2,1443,0.43,Inactive
1842,Oliver Parr,Production Planner,Media,24.4,1676,0.46,Inactive
1843,Faith Campbell,HR Administrative Assistant,Healthcare,16.2,672,0.29,Inactive
1844,Fiona Henderson,Medical Scribe,Educator & Education,7.8,291,0.17,Inactive
1845,Kylie Sutherland,NICU Nurse,Marketing,7.4,458,0.42,Active
1846,Rebecca Lewis,IT Administrator,Educator & Education,15.3,892,0.13,Active
1847,Joan Baker,Recruiter,Logistics,6.4,1458,0.23,Inactive
1848,Audrey Burgess,Revenue Operations Associate,Human Resources (HR),16.0,806,0.15,Inactive
1849,Alexander Walker,Construction Project Manager,Production,22.6,1929,0.2,Inactive
1850,Sonia Rampling,Financial Consultant,Pharmaceuticals,12.2,1982,0.28,Active
1851,Rebecca Simpson,Public Relations (PR) Director,Engineering,11.0,1395,0.32,Inactive
1852,Dominic Langdon,Senior QA Automation Engineer,IT and Development,12.7,1635,0.45,Inactive
1853,Joanne Russell,Financial Specialist,Media,14.7,1911,0.31,Inactive
1854,Emily Mackenzie,Compliance Officer,Legal,17.6,1395,0.2,Inactive
1855,William Ellison,Payroll Manager,Marketing,13.7,404,0.16,Active
1856,Phil Miller,CRM Specialist,Accounting,11.2,460,0.43,Inactive
1857,Austin Mackenzie,Probation Officer,Legal,22.0,1598,0.34,Inactive
1858,Faith Graham,COO,Public Relations (PR),22.1,1859,0.33,Active
1859,Nicola Springer,Translator,Engineering,17.0,1451,0.42,Inactive
1860,Olivia Powell,Demand Generation Manager,Travel & Tourism,21.7,513,0.42,Inactive
1861,Lily Powell,Chemist,Healthcare,9.0,503,0.38,Active
1862,Sean Avery,Child Psychologist,Legal,12.7,531,0.35,Active
1863,Charles Rutherford,Creative Assistant,Marketing,16.6,1808,0.43,Inactive
1864,Andrew MacLeod,AI Ethics Researcher,Administrative,23.3,1547,0.25,Inactive
1865,Richard Sanderson,Patient Service Representative,Public Relations (PR),22.3,1599,0.23,Inactive
1866,Austin Coleman,Administrative Assistant,Travel & Tourism,6.5,1628,0.54,Inactive
1867,Robert Walker,School Social Worker,Marketing,23.7,1068,0.21,Inactive
1868,Max Black,Kindergarten Teacher,Marketing,15.4,898,0.53,Inactive
1869,Wendy Clarkson,Tire Technician,Finance,17.8,1758,0.31,Active
1870,Joanne Hodges,Email Marketing Manager,Hospitality,20.4,804,0.36,Inactive
1871,Piers Taylor,Construction Manager,Public Relations (PR),13.2,1173,0.58,Active
1872,Diana MacLeod,Coroner,Sales,11.2,640,0.43,Active
1873,Justin Blake,Loan Officer,Accounting,6.2,215,0.25,Active
1874,Emily Johnston,UX Researcher,Pharmaceuticals,11.4,1159,0.45,Inactive
1875,Sally James,Life Coach,Pharmaceuticals,8.2,1985,0.17,Inactive
1876,Rose Jackson,Executive Secretary,Marketing,21.6,1035,0.53,Active
1877,Joe Marshall,Chemist,Accounting,14.8,568,0.21,Inactive
1878,Benjamin Dickens,.Net Developer,Real estate,23.6,1164,0.13,Inactive
1879,James Parr,Senior Ruby Developer,Real estate,24.5,571,0.17,Active
1880,Brian Ogden,Chief Marketing Officer (CMO),Corporate training,19.3,639,0.29,Inactive
1881,Grace Fisher,Curriculum Designer,Finance,24.0,383,0.23,Active
1882,Oliver Mathis,Director of Demand Generation,Public Relations (PR),10.1,106,0.34,Active
1883,Richard Davidson,Office Administrator,Corporate training,8.4,689,0.39,Inactive
1884,Caroline Hodges,Mechanical Engineer,Administrative,15.6,1770,0.48,Active
1885,Caroline Hill,Sourcing Manager,Travel & Tourism,22.7,1012,0.54,Active
1886,Sam Lambert,Content Writer,Customer service,18.6,1947,0.48,Inactive
1887,Lauren Vaughan,Senior Frontend Engineer,Pharmaceuticals,14.9,1577,0.35,Active
1888,Gavin Mackay,Content Marketing Manager,Administrative,6.4,979,0.31,Inactive
1889,Molly Slater,Pest Control Technician,Real estate,23.7,317,0.27,Inactive
1890,Chloe McLean,Sound Engineer,Real estate,21.6,932,0.15,Inactive
1891,Evan Slater,Waiter/Waitress,Educator & Education,5.7,1259,0.6,Inactive
1892,Pippa Johnston,School Psychologist,Legal,7.0,1407,0.38,Inactive
1893,Faith Jones,Customer Success Specialist,Facilities,16.8,825,0.17,Inactive
